"Year","Make","Name","Kilometers_Driven","Age","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2017,"Mini","Mini Cooper Convertible S",26327,2,0,16.82,1998,189.08,4,0,0,0,0,0,1,35.67
2015,"Ford","Ford Figo Diesel",70436,4,1,0,1498,99,5,0,0,0,1,0,0,3.6
2007,"Tata","Tata Indica V2 DLS BSII",2e+05,12,1,17.2,1396,53.5,5,1,0,0,1,0,0,0.85
2016,"Chevrolet","Chevrolet Beat LT",60813,3,1,18.6,1199,76.8,5,1,0,0,0,0,1,3.32
2012,"Volkswagen","Volkswagen Polo Diesel Comfortline 1.2L",45000,7,1,22.07,1199,73.9,5,0,0,0,1,0,0,3.6
2016,"Maruti","Maruti Swift ZDi",64000,3,1,22.9,1248,74,5,0,0,0,1,0,0,6.8
2012,"Ford","Ford Figo Diesel EXI",41284,7,1,20,1399,68.05,5,0,0,0,1,0,0,2.5
2019,"Toyota","Toyota Innova Crysta 2.8 GX AT",14165,0,0,11.36,2755,171.5,7,0,0,0,1,0,0,19.64
2011,"Hyundai","Hyundai Santa Fe 4x4 AT",67000,8,0,11.72,2199,194.3,7,1,0,0,1,0,0,7
2011,"Honda","Honda City i-VTEC V",32572,8,1,17.4,1497,117.3,5,0,0,0,0,0,1,3.87
2018,"Hyundai","Hyundai i20 1.2 Magna Executive",14960,1,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.27
2015,"Mercedes-Benz","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",55980,4,0,19.27,2143,167.62,5,0,0,0,1,0,0,18.12
2013,"Chevrolet","Chevrolet Beat Diesel LT",74000,6,1,25.44,936,57.6,5,0,0,0,1,0,0,2.65
2015,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",56847,4,1,22.54,1396,88.73,5,0,0,0,1,0,0,7.2
2015,"Toyota","Toyota Innova 2.5 Z Diesel 7 Seater",121374,4,1,12.99,2494,100.6,7,0,0,0,1,0,0,14.3
2013,"Maruti","Maruti Ertiga VDI",52000,6,1,20.77,1248,88.76,7,0,0,0,1,0,0,6.9
2014,"Toyota","Toyota Innova 2.5 V Diesel 7-seater",118000,5,1,12.8,2494,102,7,0,0,0,1,0,0,10.75
2016,"Honda","Honda City i VTEC V",33915,3,1,17.8,1497,117.3,5,0,0,0,0,0,1,8.09
2014,"BMW","BMW X1 sDrive20d",82002,5,0,17.05,1995,184,5,0,0,0,1,0,0,18.5
2017,"Hyundai","Hyundai Grand i10 CRDi Era",33000,2,1,24,1120,70,5,0,0,0,1,0,0,4.75
2016,"Maruti","Maruti Ciaz 1.3 Alpha",34000,3,1,28.09,1248,88.5,5,0,0,0,1,0,0,8.45
2012,"Skoda","Skoda Rapid Leisure 1.6 TDI MT",55000,7,1,20.5,1598,103.6,5,0,0,0,1,0,0,3.5
2006,"Hyundai","Hyundai Accent CRDi",160538,13,1,13.1,1493,82,5,0,0,0,1,0,0,1.8
2014,"Volkswagen","Volkswagen Polo GT 1.5 TDI",60000,5,1,19.91,1498,103.6,5,1,0,0,1,0,0,3.7
2017,"Honda","Honda Jazz 1.2 VX i VTEC",49575,2,1,18.7,1199,88.7,5,0,0,0,0,0,1,7.17
2010,"Hyundai","Hyundai i10 Era",83000,9,1,19.81,1086,68.05,5,0,0,0,0,0,1,1.75
2018,"Hyundai","Hyundai Tucson 2.0 e-VGT 2WD AT GLS",51346,1,0,16.38,1995,183,5,0,0,0,1,0,0,21.99
2017,"Toyota","Toyota Innova Crysta 2.4 ZX MT",43000,2,1,13.68,2393,147.8,7,0,0,0,1,0,0,18.65
2011,"Maruti","Maruti Omni MPI CARGO BSIII W/ IMMOBILISER",35000,8,1,19.7,796,35,5,0,1,0,0,0,1,1.85
2017,"Maruti","Maruti Swift VXI BSIV",27872,2,1,20.4,1197,81.8,5,1,0,0,0,0,1,5.95
2014,"Hyundai","Hyundai Grand i10 Magna",16514,5,1,18.9,1197,82,5,0,0,0,0,0,1,3.75
2012,"Maruti","Maruti Swift VDI",120000,7,1,22.9,1248,74,5,0,0,0,1,0,0,3.75
2008,"Hyundai","Hyundai Verna CRDi 1.6 SX",143275,11,1,22,1582,126.2,5,0,0,0,1,0,0,2.6
2010,"Hyundai","Hyundai i20 1.2 Sportz",52000,9,1,17,1197,80,5,0,0,0,0,0,1,2.8
2017,"Mercedes-Benz","Mercedes-Benz GLE 350d",29819,2,0,11.57,2987,254.79,5,0,0,0,1,0,0,61.29
2014,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI CLASSIC",57000,5,1,15.8,2148,170,5,1,0,0,1,0,0,18
2014,"Maruti","Maruti Ritz ZDi",88500,5,1,23.2,1248,73.94,5,0,0,0,1,0,0,4.35
2016,"Hyundai","Hyundai Creta 1.6 CRDi SX",28000,3,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.75
2010,"Maruti","Maruti A-Star Vxi",67000,9,1,19,998,66.1,5,0,0,0,0,0,1,2
2016,"Renault","Renault Duster 110PS Diesel RXZ Option",26000,3,1,19.64,1461,108.45,5,0,0,0,1,0,0,10
2010,"Fiat","Fiat Grande Punto 1.3 Emotion Pack (Diesel)",120000,9,1,17.8,1248,76,5,0,0,0,1,0,0,1.65
2017,"BMW","BMW X3 xDrive30d M Sport",51982,2,0,16.55,2993,258,5,0,0,0,1,0,0,45.77
2010,"Hyundai","Hyundai i10 Sportz",36000,9,1,20.36,1197,78.9,5,1,0,0,0,0,1,3.25
2016,"Toyota","Toyota Innova 2.5 G4 Diesel 7-seater",47000,3,1,12.8,2494,102,7,0,0,0,1,0,0,12.8
2002,"Maruti","Maruti Zen VXI BSII",60000,17,1,17.3,993,60,5,0,1,0,0,0,1,0.55
2018,"Maruti","Maruti Swift VDI",31025,1,1,28.4,1248,74,5,0,0,0,1,0,0,7.15
2013,"Mahindra","Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV",105000,6,1,12.05,2179,120,8,1,0,0,1,0,0,7
2017,"Tata","Tata Zest Quadrajet 1.3 75PS XE",121900,2,1,22.95,1248,74,5,0,0,0,1,0,0,3.75
2017,"Ford","Ford EcoSport 1.0 Ecoboost Titanium Plus",22695,2,1,18.88,999,123.24,5,0,0,0,0,0,1,8.5
2012,"Maruti","Maruti Swift Dzire ZDI",73000,7,1,23.4,1248,74,5,0,0,0,1,0,0,4.35
2016,"Maruti","Maruti Alto 800 LXI",32227,3,1,22.74,796,47.3,5,0,0,0,0,0,1,3.26
2011,"Honda","Honda City 1.5 S MT",55000,8,1,17,1497,118,5,0,0,0,0,0,1,4.21
2018,"Audi","Audi Q7 3.0 TDI Quattro Technology",11287,1,0,12.07,2967,241.4,7,0,0,0,1,0,0,70.36
2009,"Skoda","Skoda Laura 1.9 TDI AT Ambiente",48000,10,0,17,1896,105,5,1,0,0,1,0,0,2.95
2012,"Hyundai","Hyundai Verna 1.6 SX VTVT (O)",54308,7,1,17.1,1591,121.3,5,0,0,0,0,0,1,4.28
2009,"Honda","Honda City 1.5 V AT",78442,10,0,16.8,1497,118,5,0,0,0,0,0,1,3.57
2013,"Hyundai","Hyundai i20 Magna Optional 1.4 CRDi",46000,6,1,21.9,1396,88.8,5,0,0,0,1,0,0,3.11
2014,"Hyundai","Hyundai i20 Sportz AT 1.4",45051,5,0,15,1396,98.6,5,0,0,0,0,0,1,5.96
2011,"Volkswagen","Volkswagen Vento Diesel Highline",69000,8,1,20.54,1598,103.6,5,0,0,0,1,0,0,4.7
2014,"Honda","Honda City i VTEC VX",49000,5,1,17.4,1497,117.3,5,0,0,0,0,0,1,6.9
2018,"Tata","Tata Zest Quadrajet 1.3 75PS XE",45000,1,1,22.95,1248,74,5,0,0,0,1,0,0,5.25
2015,"BMW","BMW 5 Series 2003-2012 520d",64000,4,0,18.48,1995,177,5,0,0,0,1,0,0,28
2009,"Maruti","Maruti Wagon R LXI Minor",60000,10,1,18.9,1061,67,5,0,0,0,0,0,1,1.35
2015,"Honda","Honda Jazz VX",62178,4,1,18.2,1199,88.7,5,0,0,0,0,0,1,4.85
2012,"Volkswagen","Volkswagen Jetta 2007-2011 2.0 TDI Comfortline",58006,7,1,15,1896,105,5,0,0,0,1,0,0,6.7
2010,"Hyundai","Hyundai i10 Magna 1.2",74000,9,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.1
2015,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Avantgarde",77771,4,0,19.27,2143,170,5,0,0,0,1,0,0,18.64
2012,"Hyundai","Hyundai i10 Magna 1.2 iTech SE",45275,7,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.8
2016,"Toyota","Toyota Innova Crysta 2.4 ZX MT",48000,3,1,13.68,2393,147.8,7,0,0,0,1,0,0,20.25
2015,"Audi","Audi A6 2011-2015 2.0 TDI Technology",31652,4,0,17.68,1968,174.33,5,0,0,0,1,0,0,26.78
2010,"Toyota","Toyota Innova 2.5 VX (Diesel) 7 Seater",109000,9,1,12.99,2494,100.6,7,1,0,0,1,0,0,8.26
2015,"Volkswagen","Volkswagen Polo Petrol Trendline 1.2L",31978,4,1,16.47,1198,73.9,5,0,0,0,0,0,1,3.89
2011,"Maruti","Maruti Alto K10 LXI",70000,8,1,20.92,998,67.1,5,0,0,0,0,0,1,2.1
2017,"Honda","Honda City i-VTEC CVT ZX",15000,2,0,18,1497,117.3,5,0,0,0,0,0,1,12.69
2013,"Tata","Tata Indigo LX",59138,6,1,17,1405,70,5,0,0,0,1,0,0,2.58
2014,"Audi","Audi A6 2011-2015 2.0 TDI Premium Plus",61726,5,0,17.68,1968,174.33,5,0,0,0,1,0,0,20.77
2015,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI SPORT",48000,4,0,17.9,2143,136,5,0,0,0,1,0,0,20.26
2014,"Maruti","Maruti Celerio VXI AT",77815,5,0,23.1,998,67.04,5,0,0,0,0,0,1,4.25
2017,"Mercedes-Benz","Mercedes-Benz GLE 250d",29000,2,0,17.9,2143,201.15,5,0,0,0,1,0,0,57
2017,"Land","Land Rover Range Rover HSE Dynamic",44000,2,0,12.7,2179,187.7,5,0,0,0,1,0,0,44
2011,"Volkswagen","Volkswagen Vento Diesel Trendline",108626,8,1,20.54,1598,103.6,5,0,0,0,1,0,0,3.65
2012,"Maruti","Maruti Omni 8 Seater BSIV",71791,7,1,14,796,35,5,0,0,0,0,0,1,2.05
2012,"Honda","Honda Brio 1.2 VX MT",91931,7,1,18.5,1198,86.8,5,0,0,0,0,0,1,3.13
2000,"Tata","Tata Sumo Delux",158000,19,1,14.07,2956,83.1,7,1,0,0,1,0,0,1.5
2012,"Tata","Tata Indica Vista Aura 1.3 Quadrajet",91183,7,1,18,1248,75,5,0,0,0,1,0,0,2.85
2012,"Maruti","Maruti Wagon R LXI BS IV",65000,7,1,18.9,998,67.1,5,0,0,0,0,0,1,2.65
2015,"Mahindra","Mahindra XUV500 W8 4WD",88428,4,1,16,2179,140,7,0,0,0,1,0,0,10.6
2008,"Tata","Tata Indigo LS Dicor",138000,11,1,17.1,1396,70,5,1,0,0,1,0,0,1.25
2018,"Maruti","Maruti Ertiga Paseo VXI",18000,1,1,16.02,1373,93.7,7,0,0,0,0,0,1,8.25
2011,"Honda","Honda Accord 2.4 A/T",60000,8,0,11.7,2354,177.6,5,0,0,0,0,0,1,4.45
2012,"Maruti","Maruti Swift Dzire VDi",48000,7,1,19.3,1248,73.9,5,0,0,0,1,0,0,3.7
2009,"Ford","Ford Fiesta EXi 1.4 TDCi Ltd",160000,10,1,17.8,1399,68,5,0,0,0,1,0,0,2.8
2008,"Honda","Honda City ZX GXi",40000,11,1,17.7,1497,78,5,0,0,0,0,0,1,1.8
2014,"Audi","Audi A6 2011-2015 2.0 TDI Premium Plus",51495,5,0,17.68,1968,174.33,5,0,0,0,1,0,0,21.95
2011,"BMW","BMW 6 Series 640d Gran Coupe",30000,8,0,9.52,2993,313,4,0,0,0,1,0,0,49
2017,"Audi","Audi Q7 45 TDI Quattro Technology",97430,2,0,14.75,2967,245,7,0,0,0,1,0,0,62.67
2012,"Hyundai","Hyundai i20 1.4 CRDi Asta",83000,7,1,23,1396,90,5,0,0,0,1,0,0,5.5
2009,"Hyundai","Hyundai i10 Sportz AT",37000,10,0,16.95,1197,78.9,5,0,1,0,0,0,1,2.95
2016,"Honda","Honda Jazz 1.2 V CVT i VTEC",28503,3,0,19,1199,88.7,5,0,0,0,0,0,1,6.86
2015,"Maruti","Maruti Swift VDI BSIV",76496,4,1,25.2,1248,74,5,0,0,0,1,0,0,6.15
2011,"Hyundai","Hyundai i20 Asta 1.2",79152,8,1,18.5,1197,82.85,5,1,0,0,0,0,1,3.3
2011,"Volkswagen","Volkswagen Polo Petrol Comfortline 1.2L",32000,8,1,16.47,1198,73.9,5,0,0,0,0,0,1,2.55
2009,"Maruti","Maruti Alto LXi",35000,10,1,19.7,796,46.3,5,0,0,0,0,0,1,1.5
2004,"Toyota","Toyota Corolla H4",105000,15,0,11.3,1794,125,5,1,0,0,0,0,1,2.5
2006,"Maruti","Maruti Alto LXi",56000,13,1,19.7,796,46.3,5,1,0,0,0,0,1,1.4
2012,"Tata","Tata Manza ELAN Quadrajet BS IV",73000,7,1,21.12,1248,88.8,5,0,0,0,1,0,0,3.4
2012,"Maruti","Maruti Alto LXi",38000,7,1,19.7,796,46.3,5,0,0,0,0,0,1,2.25
2013,"Skoda","Skoda Octavia Ambition Plus 2.0 TDI AT",775000,6,0,19.3,1968,141,5,0,0,0,1,0,0,7.5
2008,"Toyota","Toyota Corolla H4",80000,11,0,11.3,1794,125,5,0,0,0,0,0,1,2.8
2016,"Hyundai","Hyundai i20 Asta Option 1.2",24973,3,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.66
2016,"Maruti","Maruti Vitara Brezza LDi",45000,3,1,24.3,1248,88.5,5,0,0,0,1,0,0,7.15
2010,"Honda","Honda City 1.5 V MT",87430,9,1,17,1497,118,5,0,0,0,0,0,1,3.5
2014,"Tata","Tata Indica Vista Aqua 1.3 Quadrajet",133944,5,1,18,1248,75,5,1,0,0,1,0,0,3.5
2013,"Honda","Honda Amaze S i-Dtech",57000,6,1,25.8,1498,98.6,5,0,0,0,1,0,0,3.45
2016,"Hyundai","Hyundai EON D Lite Plus",27904,3,1,21.1,814,55.2,5,0,0,0,0,0,1,3.55
2015,"BMW","BMW 3 Series Luxury Line",30717,4,0,21.76,1995,190,5,1,0,0,1,0,0,25.99
2012,"Hyundai","Hyundai Verna 1.6 SX",80000,7,1,22.32,1582,126.32,5,0,0,0,1,0,0,5.25
2013,"Tata","Tata Manza Club Class Quadrajet90 LS",47304,6,1,21.02,1248,88.8,5,0,0,0,1,0,0,2.9
2005,"Skoda","Skoda Octavia RS",1e+05,14,0,14.45,1984,227,5,0,0,0,0,0,1,2.05
2017,"Maruti","Maruti Alto K10 VXI",30000,2,1,24.07,998,67.1,5,0,0,0,0,0,1,3.75
2014,"Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",68000,5,1,22.7,1498,89.84,5,0,0,0,1,0,0,6.75
2011,"Chevrolet","Chevrolet Spark 1.0 LS",21000,8,1,18,995,62,5,1,0,0,0,0,1,0.95
2017,"Jaguar","Jaguar XF 2.0 Diesel Portfolio",21000,2,0,19.33,1999,177,5,0,0,0,1,0,0,52
2007,"Honda","Honda CR-V RVi MT",119000,12,1,13.1,1997,141.1,5,0,1,0,0,0,1,3.91
2019,"Skoda","Skoda Superb L&K 1.8 TSI AT",13747,0,0,14.67,1798,177.46,5,0,0,0,0,0,1,27.3
2009,"Hyundai","Hyundai i10 Magna 1.2",620000,10,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.7
2013,"Maruti","Maruti Swift LDI",70000,6,1,22.9,1248,74,5,0,0,0,1,0,0,3.5
2016,"Maruti","Maruti Swift Dzire VXi AT",18000,3,0,18.5,1197,83.14,5,0,0,0,0,0,1,6.2
2011,"Nissan","Nissan Micra Diesel XV",83000,8,1,23.08,1461,63.1,5,0,0,0,1,0,0,2.75
2015,"Maruti","Maruti Swift Dzire Tour LDI",130000,4,1,23.4,1248,74,5,0,0,0,1,0,0,3.25
2012,"Ford","Ford Fiesta Classic 1.4 Duratorq CLXI",63400,7,1,17.8,1399,67,5,0,0,0,1,0,0,3.25
2003,"Maruti","Maruti Zen LX",65000,16,1,17.3,993,60,5,0,0,0,0,0,1,0.65
2017,"Mini","Mini Clubman Cooper S",8350,2,1,13.8,1998,192,5,0,0,0,0,0,1,35
2014,"Toyota","Toyota Etios GD",45000,5,1,23.59,1364,67.05,5,0,0,0,1,0,0,3.25
2018,"Maruti","Maruti Alto 800 2016-2019 LXI",26200,1,1,24.7,796,47.3,5,0,0,0,0,0,1,2.9
2011,"Maruti","Maruti Alto VXi",11000,8,1,18.9,796,47,5,0,1,0,0,0,1,2.9
2009,"BMW","BMW X5 3.0d",90000,10,0,11,2993,235,5,1,0,0,1,0,0,17.75
2015,"Nissan","Nissan Teana XV",74000,4,0,11.07,2496,179.5,5,1,0,0,0,0,1,8.25
2015,"Hyundai","Hyundai Grand i10 AT Asta",37081,4,0,18.9,1197,82,5,0,0,0,0,0,1,5.77
2017,"Maruti","Maruti Vitara Brezza ZDi Plus",39000,2,1,24.3,1248,88.5,5,0,0,0,1,0,0,9.49
2008,"Audi","Audi Q7 3.0 TDI Quattro Premium Plus",99000,11,0,12.07,2967,241.4,7,0,1,0,1,0,0,12.95
2015,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI",38000,4,0,17.9,2143,136,5,0,0,0,1,0,0,20
2007,"Maruti","Maruti 800 AC",72000,12,1,16.1,796,37,4,0,1,0,0,0,1,1
2015,"Renault","Renault Duster 85PS Diesel RxL",93000,4,1,20.45,1461,83.8,5,1,0,0,1,0,0,7.1
2017,"Toyota","Toyota Corolla Altis D-4D GL",5900,2,1,21.43,1364,87.2,5,0,0,0,1,0,0,16.5
2014,"Mercedes-Benz","Mercedes-Benz New C-Class 220",25000,5,1,15.8,2148,170,5,0,0,0,1,0,0,26
2010,"Maruti","Maruti Ritz VDi",68000,9,1,21.1,1248,73.9,5,1,0,0,1,0,0,3.2
2017,"Honda","Honda BRV i-VTEC V CVT",35676,2,0,16,1497,117.3,7,0,0,0,0,0,1,9.48
2015,"Hyundai","Hyundai Xcent 1.1 CRDi Base",74310,4,1,24.4,1120,71,5,0,0,0,1,0,0,4
2014,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde",59364,5,0,14.21,2143,203,5,0,0,0,1,0,0,26.5
2014,"Mercedes-Benz","Mercedes-Benz B Class B180",41380,5,0,14.8,1595,120.7,5,1,0,0,0,0,1,11.77
2017,"Mercedes-Benz","Mercedes-Benz E-Class 2015-2017 E250 Edition E",33900,2,0,15,2143,204,5,0,0,0,1,0,0,37
2016,"Honda","Honda City i VTEC VX Option",28000,3,1,17.8,1497,117.3,5,0,0,0,0,0,1,8.75
2011,"Honda","Honda City 1.5 S MT",93982,8,1,17,1497,118,5,0,0,0,0,0,1,3.75
2010,"Hyundai","Hyundai Verna Transform VTVT",95000,9,1,16.2,1599,103.2,5,0,0,0,0,0,1,2.5
2017,"Jaguar","Jaguar XE Portfolio",9000,2,0,13.5,1999,246.74,5,0,0,0,0,0,1,34.5
2015,"Honda","Honda Amaze S i-Vtech",52516,4,1,18,1198,86.7,5,0,0,0,0,0,1,4.65
2015,"Mini","Mini Cooper Convertible 1.6",20000,4,0,18.86,1598,122,4,0,0,0,0,0,1,32
2017,"Mercedes-Benz","Mercedes-Benz S Class 2005 2013 S 350 CDI",56451,2,0,13.5,2987,282,5,0,0,0,1,0,0,62.81
2014,"Hyundai","Hyundai EON Magna Plus",37000,5,1,21.1,814,55.2,5,0,0,0,0,0,1,3.25
2014,"Maruti","Maruti Wagon R VXI BS IV",17400,5,1,20.51,998,67.04,5,0,0,0,0,0,1,3.1
2011,"Maruti","Maruti Ritz LDi",90207,8,1,21.1,1248,73.9,5,0,0,0,1,0,0,3.91
2011,"BMW","BMW 3 Series 320d Sedan",89616,8,0,16.07,1995,181,5,0,0,0,1,0,0,11
2014,"Tata","Tata Xenon XT EX 4X2",85000,5,1,13.49,2179,138.03,5,0,0,0,1,0,0,3.5
2014,"Audi","Audi A3 35 TDI Attraction",79271,5,0,20.38,1968,143,5,0,0,0,1,0,0,16.5
2012,"Land","Land Rover Range Rover 2.2L Dynamic",56000,7,0,12.7,2179,187.7,5,0,0,0,1,0,0,30
2010,"Mercedes-Benz","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury",85001,9,0,12,2987,224,7,1,0,0,1,0,0,28
2018,"Mitsubishi","Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop",12000,1,0,13.5,2477,175.56,7,0,0,0,1,0,0,28
2010,"Maruti","Maruti Alto LX",125000,9,1,19.7,796,46.3,5,0,0,0,0,0,1,0.92
2013,"Maruti","Maruti Wagon R LXI BSIII",53000,6,1,14,1061,64,5,0,0,0,0,0,1,2.75
2017,"Land","Land Rover Range Rover 2.2L Prestige",34990,2,0,12.7,2179,187.7,5,0,0,0,1,0,0,53.83
2011,"Hyundai","Hyundai Verna 1.6 SX VTVT",49768,8,1,17.01,1591,121.3,5,1,0,0,0,0,1,4.95
2013,"BMW","BMW 5 Series 525d Sedan",56000,6,0,16.73,2993,218,5,0,0,0,1,0,0,33.5
2013,"Jaguar","Jaguar XF Diesel",75000,6,0,14.74,2993,270.9,5,0,0,0,1,0,0,27.95
2010,"Skoda","Skoda Superb Elegance 1.8 TSI AT",57000,9,0,13.7,1798,157.75,5,0,0,0,0,0,1,7.25
2017,"Audi","Audi Q3 35 TDI Quattro Premium",37542,2,0,15.73,1968,174.33,5,0,0,0,1,0,0,25.71
2014,"Land","Land Rover Range Rover 2.2L Pure",95649,5,0,12.7,2179,187.7,5,0,0,0,1,0,0,29.67
2013,"Mercedes-Benz","Mercedes-Benz New C-Class 220 CDI AT",35299,6,0,14.84,2143,170,5,0,0,0,1,0,0,19
2017,"Mahindra","Mahindra Scorpio S10 4WD",28464,2,1,15.4,2179,120,7,0,0,0,1,0,0,13.05
2015,"BMW","BMW 3 Series Luxury Line",41000,4,0,21.76,1995,190,5,0,0,0,1,0,0,25.5
2017,"Honda","Honda BR-V i-VTEC S MT",9000,2,1,15.4,1497,117.3,7,0,0,0,0,0,1,8.5
2010,"Volvo","Volvo S80 2006-2013 D5",92098,9,0,16,2400,215,5,1,0,0,1,0,0,7.25
2005,"Hyundai","Hyundai Accent GLE",5834,14,1,13.2,1495,94,5,0,0,0,0,0,1,0.8
2017,"Hyundai","Hyundai i20 Active SX Petrol",40250,2,1,17.19,1197,81.86,5,0,0,0,0,0,1,6.9
2018,"Mercedes-Benz","Mercedes-Benz GLC 43 AMG Coupe",22397,1,0,11.5,2996,367,5,0,0,0,0,0,1,70.99
2015,"Hyundai","Hyundai EON Magna Plus",20800,4,1,21.1,814,55.2,5,1,0,0,0,0,1,2.25
2018,"Hyundai","Hyundai Grand i10 SportZ Edition",40322,1,1,18.9,1197,81.86,5,0,0,0,0,0,1,5.5
2013,"Honda","Honda City 1.5 EXI S",52576,6,1,13,1493,100,5,0,0,0,0,0,1,4.35
2010,"Volkswagen","Volkswagen Polo Petrol Trendline 1.2L",55000,9,1,16.47,1198,73.9,5,0,0,0,0,0,1,2.25
2016,"Audi","Audi A6 35 TFSI Matrix",47000,3,0,15.26,1798,187.74,5,0,0,0,0,0,1,24.5
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Dual Tone Petrol",23163,2,1,15.29,1591,121.3,5,0,0,0,0,0,1,12.03
2011,"Mercedes-Benz","Mercedes-Benz New C-Class C 200 CGI Avantgarde",50000,8,0,11.74,1796,186,5,1,0,0,0,0,1,8.5
2014,"Mini","Mini Cooper Convertible S",11900,5,0,16.82,1998,189.08,4,0,0,0,0,0,1,28.5
2013,"Toyota","Toyota Etios VD",37000,6,1,23.59,1364,67.04,5,0,0,0,1,0,0,5.75
2014,"Honda","Honda Brio S MT",30000,5,1,19.4,1198,86.8,5,1,0,0,0,0,1,3.2
2018,"Maruti","Maruti Baleno Alpha Automatic",12831,1,0,21.4,1197,83.1,5,0,0,0,0,0,1,9.89
2012,"Skoda","Skoda Laura Ambiente 2.0 TDI CR AT",143017,7,0,20,1968,138.1,5,0,0,0,1,0,0,6.58
2018,"Hyundai","Hyundai EON Era Plus",13102,1,1,21.1,814,55.2,5,0,0,0,0,0,1,4.06
2019,"Renault","Renault Captur 1.5 Diesel RXL",24950,0,1,20.37,1461,108.45,5,0,0,0,1,0,0,13.37
2011,"BMW","BMW 5 Series 2003-2012 GT 530d LE",57832,8,0,16.2,2993,258,5,0,0,0,1,0,0,25.82
2016,"Maruti","Maruti Alto 800 LXI",34267,3,1,22.74,796,47.3,5,0,0,0,0,0,1,3.74
2015,"Volvo","Volvo V40 D3",33000,4,0,16.8,1984,150,5,1,0,0,1,0,0,22
2007,"Maruti","Maruti Wagon R LXI BSII",55100,12,1,18.9,998,67.1,5,0,0,0,0,0,1,1.45
2008,"Honda","Honda City ZX GXi",40000,11,1,17.7,1497,78,5,0,0,0,0,0,1,2
2014,"Chevrolet","Chevrolet Enjoy 1.4 LS 8",15000,5,1,13.7,1399,98.79,8,0,0,0,0,0,1,3.75
2016,"Mahindra","Mahindra Bolero ZLX",82756,3,1,15.96,2523,62.1,7,0,0,0,1,0,0,7.7
2014,"Hyundai","Hyundai EON D Lite",20600,5,1,21.1,814,55.2,5,0,0,0,0,0,1,2.6
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Petrol Automatic",29952,2,0,13,1591,121.3,5,0,0,0,0,0,1,13.77
2017,"Volkswagen","Volkswagen Vento 1.6 Comfortline",15000,2,1,16.09,1598,103.5,5,1,0,0,0,0,1,7.1
2008,"Honda","Honda Civic 2006-2010 1.8 S AT",61938,11,0,12.9,1799,130,5,1,0,0,0,0,1,2.65
2014,"Tata","Tata Indica Vista Quadrajet LS",67000,5,1,22.3,1248,74,5,0,0,0,1,0,0,2.5
2013,"Mahindra","Mahindra XUV500 W8 2WD",61672,6,1,16,2179,140,7,0,0,0,1,0,0,7.53
2017,"Hyundai","Hyundai i20 1.2 Asta Option",26185,2,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.98
2014,"Audi","Audi Q5 30 TDI quattro Premium Plus",38000,5,0,14.16,1968,174.3,5,1,0,0,1,0,0,39
2011,"Maruti","Maruti Ritz VXi",67000,8,1,18.5,1197,85.8,5,1,0,0,0,0,1,2.25
2010,"Mitsubishi","Mitsubishi Cedia Sports",66000,9,1,13.17,1999,114,5,1,0,0,0,0,1,3.85
2015,"Toyota","Toyota Innova 2.5 V Diesel 7-seater",80883,4,1,12.8,2494,102,7,0,0,0,1,0,0,13.5
2016,"Maruti","Maruti Celerio LDi",80219,3,1,27.62,793,47,5,0,0,0,1,0,0,3.5
2018,"Maruti","Maruti S-Cross Delta DDiS 200 SH",12923,1,1,25.1,1248,88.5,5,0,0,0,1,0,0,8.92
2016,"Audi","Audi Q3 35 TDI Quattro Premium Plus",86642,3,0,15.17,1968,181,5,0,0,0,1,0,0,20.37
2016,"BMW","BMW 3 Series Luxury Line",19235,3,0,21.76,1995,190,5,0,0,0,1,0,0,36.5
2016,"Audi","Audi Q7 4.2 TDI Quattro Technology",51002,3,0,11.33,4134,335.2,7,0,0,0,1,0,0,48.91
2016,"Hyundai","Hyundai i20 2015-2017 Asta 1.2",6800,3,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.2
